Action	Utilisateur	Nom	Condition	Exceptions
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.GETHELP_10.2409.22951.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.EDGE.GAMEASSIST_1.0.3423.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.DESKTOPAPPINSTALLER_1.26.400.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.DESKTOPAPPINSTALLER_1.25.390.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.BINGWEATHER_4.54.63007.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.BINGSPORTS_4.54.31792.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.BINGSEARCH_1.1.40.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.BINGNEWS_4.55.62231.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.BINGFINANCE_4.53.63386.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.6365217CE6EB4_102.2505.23001.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: XPDAGENT sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.6365217CE6EB4_102.2504.16003.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.549981C3F5F10_4.2308.1005.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\WINDOWSAPPS\MICROSOFT.3DBUILDER_20.0.4.0_X64__8WEKYB3D8BBWE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: 7-ZIP sign¨¦ par O=VMWARE INC., L=PALO ALTO, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: CB LAUNCHER sign¨¦ par O=VMWARE INC., L=PALO ALTO, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: VMWARE TOOLS sign¨¦ par O=VMWARE INC., L=PALO ALTO, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: VMWARE GUEST AUTHENTICATION sign¨¦ par O=VMWARE INC., L=PALO ALTO, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: EPPDIAGNOSTICTOOL sign¨¦ par O=TEHTRI-SECURITY S.A.S, L=PARIS, S=ILE-DE-FRANCE, C=FR	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\TEHTRIS\TEHTRIS EPP AGENT\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: EPPUPDATER sign¨¦ par O=TEHTRI-SECURITY S.A.S, L=PARIS, S=ILE-DE-FRANCE, C=FR	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\TEHTRIS\TEHTRIS EPP\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: BITDEFENDER SECURITY sign¨¦ par O=BITDEFENDER SRL, L=BUCHAREST, C=RO	¨¦diteur	
Autoriser	Tout le monde	C:: ENDPOINT SECURITY sign¨¦ par O=BITDEFENDER SRL, L=BUCHAREST, C=RO	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\TEHTRIS\ENDPOINTSETUPINFORMATION\{532A4ECA-3747-4E5D-3090-3644B60D099D}\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\PYTHON313\TCL\NMAKE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\PYTHON313\SCRIPTS\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\PYTHON313\LIB\SITE-PACKAGES\SETUPTOOLS\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\PYTHON313\LIB\SITE-PACKAGES\PIP\_VENDOR\DISTLIB\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: PUTTY SUITE sign¨¦ par O=SIMON TATHAM, S=CAMBRIDGESHIRE, C=GB	¨¦diteur	
Autoriser	Tout le monde	C:: PDF24 CREATOR sign¨¦ par O=GEEK SOFTWARE GMBH, S=BERLIN, C=DE	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\PDF24\TWAIN\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\PDF24\TESSERACT\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\PDF24\QPDF\BIN\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\PDF24\JRE\BIN\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\PDF24\GS\BIN\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\NPCAP\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\MOZILLA FIREFOX\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\MICROSOFT VISUAL STUDIO\2022\COMMUNITY\VC\VCPKG\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\MICROSOFT VISUAL STUDIO\2022\COMMUNITY\VC\TOOLS\MSVC\14.40.33807\BIN\HOSTX86\X86\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\MICROSOFT VISUAL STUDIO\2022\COMMUNITY\VC\TOOLS\MSVC\14.40.33807\BIN\HOSTX86\X64\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\MICROSOFT VISUAL STUDIO\2022\COMMUNITY\VC\TOOLS\MSVC\14.40.33807\BIN\HOSTX64\X86\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\MICROSOFT VISUAL STUDIO\2022\COMMUNITY\VC\TOOLS\MSVC\14.40.33807\BIN\HOSTX64\X64\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\MICROSOFT VISUAL STUDIO\2022\COMMUNITY\VC\TOOLS\LLVM\X64\BIN\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\MICROSOFT VISUAL STUDIO\2022\COMMUNITY\VC\TOOLS\LLVM\BIN\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\MICROSOFT VISUAL STUDIO\2022\COMMUNITY\VC\TOOLS\LLVM\ARM64\BIN\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\MICROSOFT VISUAL STUDIO\2022\COMMUNITY\TEAM TOOLS\DIAGNOSTICSHUB\COLLECTOR\X86\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\MICROSOFT VISUAL STUDIO\2022\COMMUNITY\TEAM TOOLS\DIAGNOSTICSHUB\COLLECTOR\AMD64\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: NODE.JS sign¨¦ par O=OPENJS FOUNDATION, L=SAN FRANCISCO, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT NETCORECHECK sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: CSC sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: CSI sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: VBC sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: VBCSCOMPILER sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT VISUAL STUDIO IDENTITY SERVICE sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: SERVICEHUB.HOST.NETFX.X86 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: SERVICEHUB.HOST.NETFX.X64 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: SERVICEHUB.HOST.ANYCPU sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT.SERVICEHUB.CONTROLLER sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\MICROSOFT VISUAL STUDIO\2022\COMMUNITY\COMMON7\IDE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: NODE.JS sign¨¦ par O=GITHUB, INC., L=SAN FRANCISCO, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: DATACOLLECTOR.ARM64 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: DATACOLLECTOR sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: SETTINGSMIGRATOR sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: TESTHOST.ARM64 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: VSTEST.CONSOLE.ARM64 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: VSTEST.CONSOLE sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: VISUAL STUDIO LIVE SHARE AGENT sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: FXDESIGNTOOLSSERVER sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: DESIGNTOOLSSERVER sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT.CODEANALYSIS.WORKSPACES.MSBUILD.BUILDHOST sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: INTERACTIVEHOST32 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: INTERACTIVEHOST64 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: DUMPMINITOOL.ARM64 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: DUMPMINITOOL sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: DUMPMINITOOL.X86 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: TESTWINDOWREMOTEAGENT sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT? AZURE? DEVOPS SERVER? sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: GIT sign¨¦ par O=JOHANNES SCHINDELIN, S=NORDRHEIN-WESTFALEN, C=DE	¨¦diteur	
Autoriser	Tout le monde	C:: GIT-CREDENTIAL-MANAGER sign¨¦ par O=GITHUB, L=SAN FRANCISCO, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: PSHOST sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: NUGET sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: CREDENTIALPROVIDER.MICROSOFT sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: FSC sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: FSCANYCPU sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: FSCARM64 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: FSI sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: FSIANYCPU sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: FSIARM64 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT SHAREPOINT sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT SHAREPOINT NATIVE MESSAGING CLIENT sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: LOCAL AI sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\MICROSOFT OFFICE\ROOT\VFS\PROGRAMFILESCOMMONX86\MICROSOFT SHARED\EQUATION\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: OFFICE SOURCE ENGINE sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: OFFICE SUBSCRIPTION LICENSING HEARTBEAT sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: OFFICE PUSH NOTIFICATIONS UTILITY sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT OFFICE HELP VIEWER sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT OUTLOOK sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\MICROSOFT OFFICE\ROOT\OFFICE16\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: MICROSOFT CLICKTORUN VIRTUALIZATION OPTIMIZATION sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT.MASHUP.CONTAINER.NETFX45 sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\MICROSOFT OFFICE\OFFICE16\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: FIREFOX sign¨¦ par O=MOZILLA CORPORATION, L=MOUNTAIN VIEW, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: GOOGLE CHROME sign¨¦ par O=GOOGLE LLC, L=MOUNTAIN VIEW, S=CALIFORNIA, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\GOOGLE\CHROME\APPLICATION\138.0.7204.101\INSTALLER\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: CONTAINERIZE sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\DOTNET\SDK\8.0.303\APPHOSTTEMPLATE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\DOTNET\PACKS\MICROSOFT.NETCORE.APP.HOST.WIN-X86\8.0.7\RUNTIMES\WIN-X86\NATIVE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\DOTNET\PACKS\MICROSOFT.NETCORE.APP.HOST.WIN-X64\8.0.7\RUNTIMES\WIN-X64\NATIVE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\DOTNET\PACKS\MICROSOFT.NETCORE.APP.HOST.WIN-ARM64\8.0.7\RUNTIMES\WIN-ARM64\NATIVE\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\COMMON FILES\VMWARE\DRIVERS\VSS\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: OFFICE LICENSING ADMIN ACCESS PROVIDER sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT.OFFICE.C2R.INSPECTOROFFICEGADGET sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT 365 AND OFFICE sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: MICROSOFT OFFICE SERVICEABILITY MANAGER sign¨¦ par O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US	¨¦diteur	
Autoriser	Tout le monde	C:: %PROGRAMFILES%\7-ZIP\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %OSDRIVE%\ATOMICREDTEAM\ATOMICS\T1574.009\BIN\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %OSDRIVE%\ATOMICREDTEAM\ATOMICS\T1562.004\BIN\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %OSDRIVE%\ATOMICREDTEAM\ATOMICS\T1546.011\BIN\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %OSDRIVE%\ATOMICREDTEAM\ATOMICS\T1543.003\BIN\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %OSDRIVE%\ATOMICREDTEAM\ATOMICS\T1218.008\SRC\ODBCCONF NET.40\PACKAGES\DLLEXPORT.1.5.2\TOOLS\CORECLR\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %OSDRIVE%\ATOMICREDTEAM\ATOMICS\T1071\BIN\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %OSDRIVE%\ATOMICREDTEAM\ATOMICS\T1055.011\BIN\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %OSDRIVE%\ATOMICREDTEAM\ATOMICS\T1027.004\BIN\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %OSDRIVE%\$RECYCLE.BIN\S-1-5-21-2226668448-2629132360-266463010-1001\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: SUBLIME TEXT sign¨¦ par O=SUBLIME HQ PTY LTD, L=DOUBTE BAY, S=NSW, C=AU	¨¦diteur	
Autoriser	Tout le monde	C:: %OSDRIVE%\$RECYCLE.BIN\S-1-5-21-1292301384-3779235027-2520469296-500\*	Chemin d¡¯acc¨¨s	
Autoriser	Tout le monde	C:: %OSDRIVE%\$RECYCLE.BIN\S-1-5-21-1292301384-3779235027-2520469296-1106\*	Chemin d¡¯acc¨¨s	
